timestamp,messageType,latency,statusCode,roomId
1772608105594,TEXT,23,OK,3
1772608105594,LEAVE,23,OK,15
1772608105594,TEXT,27,OK,8
1772608105594,LEAVE,27,OK,6
1772608105594,TEXT,23,OK,1
1772608105594,TEXT,25,OK,15
1772608105594,TEXT,27,OK,10
1772608105594,TEXT,23,OK,10
1772608105594,TEXT,23,OK,19
1772608105594,TEXT,259,OK,3
1772608105594,TEXT,23,OK,6
1772608105594,TEXT,29,OK,13
1772608105596,TEXT,25,OK,13
1772608105596,TEXT,29,OK,8
1772608105596,JOIN,25,OK,8
1772608105596,TEXT,29,OK,6
1772608105596,TEXT,28,OK,9
1772608105596,JOIN,29,OK,15
1772608105596,TEXT,29,OK,9
1772608105596,TEXT,27,OK,8
1772608105596,TEXT,25,OK,10
1772608105596,TEXT,48,OK,3
1772608105596,TEXT,24,OK,1
1772608105596,TEXT,25,OK,17
1772608105596,TEXT,25,OK,13
1772608105596,TEXT,25,OK,14
1772608105596,TEXT,24,OK,15
1772608105596,TEXT,25,OK,17
1772608105596,TEXT,25,OK,7
1772608105597,TEXT,29,OK,8
1772608105599,TEXT,27,OK,9
1772608105599,TEXT,27,OK,4
1772608105599,TEXT,27,OK,6
1772608105600,TEXT,27,OK,8
1772608105600,TEXT,91,OK,9
1772608105600,TEXT,27,OK,20
1772608105600,TEXT,24,OK,20
1772608105600,TEXT,24,OK,14
1772608105600,TEXT,23,OK,1
1772608105600,TEXT,24,OK,3
1772608105601,TEXT,28,OK,17
1772608105601,TEXT,29,OK,5
1772608105601,TEXT,28,OK,18
1772608105601,TEXT,25,OK,8
1772608105601,TEXT,28,OK,9
1772608105601,TEXT,25,OK,1
1772608105601,JOIN,25,OK,15
1772608105601,TEXT,25,OK,18
1772608105601,TEXT,25,OK,2
1772608105602,TEXT,29,OK,16
1772608105604,TEXT,1011,OK,16
1772608105604,LEAVE,1011,OK,16
1772608105604,JOIN,27,OK,13
1772608105604,TEXT,28,OK,9
1772608105605,TEXT,29,OK,12
1772608105606,TEXT,25,OK,1
1772608105608,TEXT,37,OK,6
1772608105608,TEXT,1016,OK,7
1772608105609,TEXT,1017,OK,1
1772608105610,TEXT,28,OK,20
1772608105611,TEXT,512,OK,1
1772608105611,TEXT,98,OK,1
1772608105611,LEAVE,24,OK,20
1772608105611,TEXT,996,OK,15
1772608105613,TEXT,997,OK,15
1772608105613,TEXT,31,OK,2
1772608105614,TEXT,919,OK,8
1772608105615,TEXT,461,OK,15
1772608105615,LEAVE,26,OK,14
1772608105615,TEXT,26,OK,3
1772608105616,TEXT,28,OK,19
1772608105618,TEXT,699,OK,8
1772608105618,TEXT,162,OK,8
1772608105618,TEXT,29,OK,5
1772608105618,TEXT,29,OK,11
1772608105618,TEXT,51,OK,12
1772608105618,TEXT,891,OK,8
1772608105621,TEXT,27,OK,4
1772608105621,TEXT,754,OK,8
1772608105621,TEXT,50,OK,15
1772608105621,TEXT,50,OK,15
1772608105621,JOIN,505,OK,8
1772608105621,TEXT,54,OK,5
1772608105621,TEXT,51,OK,3
1772608105621,TEXT,50,OK,10
1772608105621,TEXT,50,OK,10
1772608105622,TEXT,51,OK,19
1772608105622,TEXT,51,OK,17
1772608105626,TEXT,54,OK,14
1772608105626,TEXT,54,OK,17
1772608105626,TEXT,53,OK,1
1772608105626,TEXT,55,OK,7
1772608105626,TEXT,873,OK,17
